246,456,18,2019-12-28,246,2019-12-28
248,263,380,2019-9-5,248,2019-12-7
249,436,37,2017-6-24,249,2018-12-25
252,80,12,2019-2-18,252,2019-10-18
254,343,4,2018-6-27,254,2018-9-27
255,361,22,2019-12-28,255,2019-12-28
256,368,2,2018-10-28,256,2019-10-28
260,417,48,2017-12-28,260,2019-12-28
262,307,3,2018-4-28,262,2018-11-28
263,492,6,2017-11-21,263,2018-12-27
265,241,25,2017-9-21,265,2017-10-26
266,86,11,2014-9-28,266,2015-10-28
267,121,60,2019-4-28,267,2019-10-28
268,52,568,2019-10-27,268,2019-11-28
269,99,5,2019-4-18,269,2019-10-22
271,431,4,2015-8-16,271,2019-8-16
272,454,597,2017-11-8,272,2019-11-22
274,93,34,2016-10-18,274,2019-12-28
277,343,62,2017-12-28,277,2018-12-28
278,45,31,2015-10-13,278,2018-10-23
279,1,12,2019-7-26,279,2019-9-27
283,361,222,2019-6-26,283,2019-7-26
284,238,43,2019-7-20,284,2019-11-25
285,158,95,2018-11-27,285,2018-12-27
289,379,67,2018-6-27,289,2018-10-27
295,54,33,2019-10-17,295,2019-12-24
296,303,51,2015-9-25,296,2015-9-25
297,134,9,2019-11-28,297,2019-11-28
300,310,27,2016-5-26,300,2016-6-26
301,93,30,2016-9-23,301,2016-11-25
302,362,2,2016-10-6,302,2016-12-18
304,328,4,2018-12-16,304,2018-12-17
309,229,51,2018-12-18,309,2018-12-25
310,479,66,2019-12-15,310,2019-12-22
314,427,110,2018-10-17,314,2018-10-18
319,57,2,2018-9-24,319,2019-10-28
321,84,37,2019-12-17,321,2019-12-26
322,87,25,2019-10-12,322,2019-11-15
327,54,3,2019-9-25,327,2019-12-27
328,84,37,2019-10-24,328,2019-11-28
332,456,25,2018-9-27,332,2018-9-28
333,127,8,2017-4-26,333,2019-8-28
334,255,195,2014-11-27,334,2019-12-28
336,338,89,2019-7-25,336,2019-7-26
337,369,7,2016-6-27,337,2016-11-28
339,308,35,2019-11-22,339,2019-12-28
342,31,52,2015-3-26,342,2015-11-28
349,307,23,2018-10-24,349,2019-12-26
351,191,12,2016-10-20,351,2018-11-25
352,425,49,2016-11-13,352,2016-11-15
354,228,14,2017-11-24,354,2018-12-28
355,130,3,2019-10-27,355,2019-10-27
357,36,3,2019-12-11,357,2019-12-21
361,185,1,2019-9-10,361,2019-9-28
362,182,4,2016-11-26,362,2018-12-27
363,278,111,2017-4-19,363,2019-10-23
367,344,65,2018-12-20,367,2019-12-25
368,45,64,2018-7-22,368,2018-8-25
369,27,29,2018-9-27,369,2018-12-28
370,151,119,2015-5-15,370,2016-12-20
371,445,7,2019-12-10,371,2019-12-28
373,312,12,2018-10-28,373,2019-11-28
375,431,1,2017-10-28,375,2018-10-28
376,64,12,2017-8-14,376,2019-11-25
379,493,19,2018-10-5,379,2018-10-14
380,487,409,2018-6-28,380,2018-12-28
383,238,29,2016-10-26,383,2019-10-28
384,36,5,2016-6-28,384,2018-10-28
386,84,17,2019-12-21,386,2019-12-25
389,479,69,2017-11-25,389,2019-12-25
390,27,181,2015-12-25,390,2015-12-28
399,60,1,2017-11-26,399,2017-11-26
400,274,1,2018-8-19,400,2019-8-20
401,274,3,2019-5-20,401,2019-6-26
402,475,45,2018-12-22,402,2019-12-28
404,427,28,2018-11-19,404,2018-12-24
406,124,7,2016-9-22,406,2016-11-26
407,274,3,2015-11-11,407,2017-11-22
408,254,241,2019-8-12,408,2019-9-14
411,99,24,2019-7-25,411,2019-8-28
413,447,11,2018-7-24,413,2018-11-25
414,323,49,2017-11-12,414,2019-11-17
415,68,1,2017-12-28,415,2019-12-28
417,259,33,2018-8-28,417,2018-8-28
420,356,10,2018-9-20,420,2018-11-20
423,245,21,2018-11-22,423,2018-12-24
424,465,24,2019-10-4,424,2019-12-19
427,255,3,2015-11-25,427,2019-12-25
431,444,5,2019-9-26,431,2019-11-28
435,427,62,2017-9-22,435,2019-12-22
438,294,24,2018-10-14,438,2019-12-15
443,120,8,2018-9-24,443,2018-11-26
444,33,26,2019-10-22,444,2019-11-28
445,316,37,2014-6-11,445,2018-12-18
451,236,144,2018-9-17,451,2019-9-24
452,340,29,2018-12-26,452,2018-12-28
453,195,3,2017-12-9,453,2017-12-27
454,320,78,2018-11-28,454,2018-12-28
460,208,3,2019-7-13,460,2019-7-18
467,233,24,2015-11-19,467,2018-11-23
468,137,3,2017-10-20,468,2018-10-26
469,308,81,2017-12-26,469,2018-12-27
471,63,4,2017-12-28,471,2018-12-28
472,465,11,2018-12-25,472,2018-12-25
473,254,24,2019-11-26,473,2019-12-26
474,338,17,2019-9-16,474,2019-10-26
475,349,50,2019-12-26,475,2019-12-26
476,213,31,2018-12-3,476,2018-12-28
479,342,1,2019-7-21,479,2019-11-21
481,398,6,2015-10-25,481,2016-12-28
482,241,5,2019-12-14,482,2019-12-24
484,365,55,2019-7-10,484,2019-10-12
489,15,14,2016-9-28,489,2019-12-28
492,206,16,2018-11-10,492,2019-12-17
493,113,7,2018-9-12,493,2018-9-25
494,60,61,2014-11-27,494,2016-12-27
496,120,92,2015-11-28,496,2015-11-28
497,100,9,2017-12-22,497,2019-12-24
499,70,3,2017-11-23,499,2019-12-25
500,203,14,2018-6-7,500,2018-6-16
502,268,427,2019-11-24,502,2019-12-25
504,266,44,2018-7-18,504,2019-10-24
505,183,20,2018-5-28,505,2019-7-28
506,378,35,2016-10-25,506,2019-11-26
510,298,12,2018-11-20,510,2018-12-23
511,285,40,2019-7-28,511,2019-8-28
512,152,127,2019-10-12,512,2019-10-19
513,294,13,2017-7-7,513,2018-11-18
514,491,111,2016-12-24,514,2017-12-26
515,491,7,2019-12-18,515,2019-12-21
516,113,16,2016-7-27,516,2016-11-28
519,492,9,2019-9-27,519,2019-12-27
521,122,28,2019-10-13,521,2019-11-26
524,194,39,2016-9-27,524,2016-9-28
529,11,24,2019-12-23,529,2019-12-27
530,195,51,2019-4-21,530,2019-5-23
531,165,4,2016-11-7,531,2019-11-22
535,54,11,2019-8-17,535,2019-8-20
537,476,6,2016-10-19,537,2016-10-24
538,403,43,2019-8-27,538,2019-9-27
539,379,155,2019-10-17,539,2019-11-22
542,440,48,2018-10-19,542,2018-12-22
545,257,841,2019-10-26,545,2019-11-28
547,466,47,2016-9-12,547,2017-12-18
548,200,13,2018-11-25,548,2018-12-26
550,349,238,2019-9-26,550,2019-10-27
554,369,18,2019-11-26,554,2019-12-26
555,238,406,2016-10-28,555,2019-11-28
556,363,16,2019-8-26,556,2019-11-26
560,43,38,2014-8-17,560,2019-9-22
562,391,89,2014-9-23,562,2015-11-24
563,306,127,2016-3-15,563,2018-7-21
564,31,5,2017-11-25,564,2018-12-28
565,343,108,2016-9-20,565,2018-10-27
568,494,14,2019-8-24,568,2019-11-28
569,365,25,2019-5-13,569,2019-6-28
571,482,103,2014-10-14,571,2017-11-16
573,448,7,2015-8-14,573,2016-11-17
576,477,5,2019-5-25,576,2019-12-25
577,236,3,2019-10-27,577,2019-11-27
578,111,7,2019-12-24,578,2019-12-26
579,278,30,2016-8-22,579,2019-9-26
582,245,3,2015-12-24,582,2018-12-28
583,224,15,2018-12-27,583,2018-12-27
584,39,6,2019-11-26,584,2019-12-26
586,292,2,2018-12-13,586,2018-12-21
590,81,607,2018-8-24,590,2018-12-27
593,303,26,2018-10-25,593,2018-12-27
596,472,19,2019-11-25,596,2019-12-25
599,489,216,2019-9-25,599,2019-12-28
601,460,27,2018-7-21,601,2019-12-21
602,87,3,2019-9-15,602,2019-12-23
603,341,258,2019-4-22,603,2019-10-26
604,391,29,2019-12-24,604,2019-12-26
605,290,17,2018-8-23,605,2018-11-26
606,294,49,2019-11-22,606,2019-12-25
608,328,4,2019-11-26,608,2019-11-27
609,493,170,2017-8-22,609,2019-8-22
611,169,8,2018-12-23,611,2019-12-25
612,147,69,2019-9-18,612,2019-9-28
613,27,11,2019-9-25,613,2019-10-26
617,270,2,2019-8-17,617,2019-8-27
618,3,38,2018-9-14,618,2019-11-18
619,133,50,2019-11-26,619,2019-11-28
621,422,34,2019-10-6,621,2019-10-12
622,31,70,2018-8-25,622,2019-9-27
625,60,5,2019-10-17,625,2019-11-20
628,53,1,2019-7-18,628,2019-7-24
629,196,1,2019-10-28,629,2019-12-28
630,84,4,2016-10-25,630,2019-12-27
631,312,41,2017-11-28,631,2018-11-28
634,191,6,2018-12-28,634,2018-12-28
635,430,125,2018-12-25,635,2018-12-28
636,226,123,2016-6-17,636,2016-11-27
640,41,115,2019-12-28,640,2019-12-28
641,114,153,2014-6-18,641,2017-11-20
642,373,87,2018-9-15,642,2018-12-20
643,113,31,2018-10-9,643,2018-10-28
645,489,6,2019-12-25,645,2019-12-26
647,436,177,2019-7-28,647,2019-7-28
648,359,7,2017-8-27,648,2018-12-27
649,312,99,2018-8-28,649,2019-8-28
652,147,2,2018-9-16,652,2018-10-19
653,179,26,2018-10-10,653,2018-12-27
654,310,72,2017-12-19,654,2017-12-19
655,487,17,2019-12-17,655,2019-12-17
656,358,39,2017-11-17,656,2018-11-18
657,239,67,2018-9-27,657,2018-11-28
660,346,7,2019-9-28,660,2019-10-28
661,99,43,2018-11-21,661,2019-11-25
662,13,17,2019-12-12,662,2019-12-18
664,487,19,2017-11-20,664,2018-11-22
667,365,9,2018-12-24,667,2018-12-25
671,100,15,2019-9-11,671,2019-9-16
672,463,522,2019-11-27,672,2019-11-27
674,1,1,2017-9-27,674,2019-11-27
677,489,12,2018-9-20,677,2019-11-27
678,137,4,2017-12-21,678,2018-12-26
681,31,25,2019-8-14,681,2019-9-17
683,180,6,2019-9-28,683,2019-12-28
685,191,1,2019-7-12,685,2019-9-20
687,61,8,2018-4-12,687,2019-4-19
688,377,2,2019-12-18,688,2019-12-22
689,203,7,2018-11-24,689,2019-12-27
690,318,83,2018-8-20,690,2019-12-27
692,340,46,2016-11-13,692,2016-12-18
693,226,36,2016-9-16,693,2019-11-20
694,188,2,2019-7-17,694,2019-12-20
695,426,13,2019-11-26,695,2019-11-26
696,272,9,2018-8-22,696,2018-8-27
697,254,78,2018-11-26,697,2019-11-27
699,170,118,2019-3-18,699,2019-4-26
706,200,104,2019-8-23,706,2019-10-23
708,90,8,2019-12-19,708,2019-12-25
709,257,796,2018-2-25,709,2019-3-25
712,7,199,2017-9-9,712,2017-9-11
713,200,10,2016-11-28,713,2019-11-28
714,468,10,2015-12-24,714,2015-12-24
718,182,5,2019-9-28,718,2019-11-28
719,218,49,2016-7-21,719,2019-11-26
721,164,9,2018-7-22,721,2018-12-22
722,436,1,2017-12-12,722,2018-12-26
723,149,2,2019-9-9,723,2019-10-16
724,296,6,2017-10-22,724,2018-12-28
727,215,4,2018-11-25,727,2018-11-26
732,461,6,2019-11-18,732,2019-11-23
733,142,102,2018-11-26,733,2019-11-26
737,463,6,2016-10-22,737,2018-11-24
738,118,27,2015-3-26,738,2017-9-27
740,183,102,2018-11-27,740,2019-12-28
741,165,16,2016-8-24,741,2017-10-28
744,52,55,2018-6-17,744,2019-12-21
748,153,2,2017-11-26,748,2019-12-27
749,457,5,2018-4-22,749,2019-9-27
750,379,50,2017-12-27,750,2017-12-27
755,293,49,2019-12-24,755,2019-12-24
759,236,31,2016-10-25,759,2019-12-28
762,492,84,2019-12-28,762,2019-12-28
763,11,3,2018-11-26,763,2018-11-27
770,225,35,2018-5-22,770,2019-9-27
771,118,74,2015-12-25,771,2016-12-25
775,496,4,2019-1-15,775,2019-6-26
784,466,23,2019-11-28,784,2019-12-28
789,12,13,2017-12-28,789,2017-12-28
794,443,5,2017-12-26,794,2019-12-26
796,372,10,2019-5-14,796,2019-5-17
799,10,1,2019-9-12,799,2019-12-21
800,106,23,2019-11-20,800,2019-11-20
801,342,1,2018-5-21,801,2018-12-25
802,124,2,2018-9-19,802,2018-12-26
803,358,14,2018-12-28,803,2018-12-28
804,12,6,2016-11-25,804,2016-11-27
807,215,68,2019-3-22,807,2019-9-22
808,66,9,2018-7-25,808,2018-10-26
810,399,70,2019-12-28,810,2019-12-28
815,341,233,2019-6-27,815,2019-11-28
816,494,1,2017-11-23,816,2017-12-25
817,267,16,2019-10-15,817,2019-11-21
819,15,21,2018-12-21,819,2018-12-23
820,41,29,2018-1-17,820,2018-11-26
824,236,16,2016-12-22,824,2016-12-25
826,362,756,2018-4-26,826,2019-5-27
827,499,1,2014-8-27,827,2014-8-28
828,330,33,2017-6-22,828,2018-8-28
830,225,577,2019-11-16,830,2019-11-21
835,379,7,2019-11-8,835,2019-11-9
836,313,27,2019-4-17,836,2019-6-17
840,314,15,2019-10-24,840,2019-12-24
841,17,12,2019-7-2,841,2019-11-25
842,260,10,2014-9-27,842,2018-9-28
844,54,51,2019-4-28,844,2019-9-28
845,468,13,2019-11-27,845,2019-12-27
846,425,87,2019-12-27,846,2019-12-28
851,210,24,2017-12-28,851,2017-12-28
852,259,40,2017-11-4,852,2018-12-9
853,73,29,2017-11-27,853,2018-12-28
856,55,29,2019-11-25,856,2019-12-28
858,342,3,2019-9-21,858,2019-11-24
861,342,29,2019-11-23,861,2019-11-25
862,61,59,2019-7-25,862,2019-10-28
863,28,60,2019-7-27,863,2019-11-28
864,73,3,2019-9-28,864,2019-10-28
865,495,32,2017-11-28,865,2019-12-28
867,357,5,2018-11-16,867,2019-11-24
868,456,257,2019-4-7,868,2019-9-18
871,405,55,2015-12-11,871,2016-12-13
872,82,25,2015-12-27,872,2018-12-27
876,414,18,2014-11-15,876,2014-11-17
877,369,15,2018-12-28,877,2018-12-28
880,132,37,2017-4-26,880,2019-4-27
884,455,52,2018-12-28,884,2019-12-28
885,72,86,2019-10-28,885,2019-12-28
889,52,30,2016-7-27,889,2018-12-27
890,330,138,2016-12-24,890,2019-12-25
891,91,5,2018-12-21,891,2019-12-28
892,26,39,2017-12-24,892,2017-12-26
893,460,55,2017-10-17,893,2017-10-20
895,388,42,2015-9-27,895,2015-11-27
896,432,112,2015-8-19,896,2018-9-23
898,17,2,2019-12-14,898,2019-12-16
899,132,95,2019-10-23,899,2019-10-25
903,132,2,2015-8-9,903,2018-9-25
905,286,17,2018-12-19,905,2019-12-26
912,90,14,2017-11-28,912,2017-12-28
913,487,3,2016-12-26,913,2016-12-27
917,177,5,2017-10-25,917,2019-12-25
918,479,85,2019-11-24,918,2019-11-26
919,465,21,2019-7-24,919,2019-8-26
921,365,130,2019-2-19,921,2019-7-25
922,452,188,2019-12-25,922,2019-12-25
924,56,11,2016-12-13,924,2016-12-14
928,397,1,2019-12-26,928,2019-12-27
929,193,51,2019-12-21,929,2019-12-27
931,237,43,2017-11-28,931,2018-12-28
932,478,93,2019-6-24,932,2019-9-26
935,84,3,2019-12-27,935,2019-12-28
936,165,53,2019-7-22,936,2019-9-22
937,397,4,2018-7-22,937,2019-11-24
938,369,82,2016-12-16,938,2019-12-18
943,152,20,2017-11-24,943,2018-12-25
946,426,27,2019-8-21,946,2019-11-26
948,343,40,2019-12-18,948,2019-12-28
951,394,78,2016-8-12,951,2016-12-22
957,414,48,2017-10-28,957,2018-10-28
960,379,2,2016-10-28,960,2017-11-28
961,431,21,2019-12-28,961,2019-12-28
963,340,61,2018-11-27,963,2019-11-27
965,292,14,2018-10-28,965,2019-12-28
966,444,45,2016-6-23,966,2017-12-28
967,431,3,2018-10-25,967,2019-11-26
969,158,51,2017-7-28,969,2017-10-28
971,455,17,2019-12-21,971,2019-12-27
974,311,99,2018-8-7,974,2018-8-16
975,323,108,2019-11-11,975,2019-11-26
979,147,19,2017-11-28,979,2017-11-28
982,101,42,2018-10-21,982,2018-11-25
983,415,738,2019-4-24,983,2019-4-25
984,420,35,2019-1-26,984,2019-12-28
987,400,18,2018-7-15,987,2018-10-22
988,53,30,2019-10-11,988,2019-10-11
990,82,42,2019-5-15,990,2019-8-18
993,201,4,2017-5-9,993,2017-9-13
994,408,7,2018-11-15,994,2019-12-27
995,464,3,2018-5-27,995,2019-6-28
999,34,224,2018-8-20,999,2018-12-27
1001,103,1,2019-12-23,1001,2019-12-25
1005,141,39,2016-12-11,1005,2017-12-25
1006,457,2,2019-12-12,1006,2019-12-23
1007,479,30,2014-11-24,1007,2015-12-28
1009,341,4,2019-10-25,1009,2019-12-27
1011,409,7,2018-5-26,1011,2019-5-27
1012,282,26,2018-12-23,1012,2018-12-23
1013,195,4,2016-12-23,1013,2019-12-27
1014,430,43,2017-10-28,1014,2017-11-28
1015,270,34,2017-12-28,1015,2017-12-28
1017,101,31,2019-12-17,1017,2019-12-25
1018,424,69,2016-8-21,1018,2017-10-25
1019,411,21,2017-12-24,1019,2019-12-27
1025,191,34,2018-8-20,1025,2018-10-22
1026,355,25,2019-10-24,1026,2019-11-28
1028,496,4,2019-10-19,1028,2019-11-24
1029,416,3,2019-12-28,1029,2019-12-28
1034,323,160,2019-8-21,1034,2019-11-25
1035,458,1,2019-12-26,1035,2019-12-27
1037,34,36,2015-12-28,1037,2018-12-28
1039,312,4,2018-10-24,1039,2018-12-28
1040,281,9,2019-11-7,1040,2019-12-10
1042,43,10,2017-10-26,1042,2019-12-28
1047,294,2,2015-10-14,1047,2015-10-17
1048,388,5,2019-9-18,1048,2019-12-26
1050,265,14,2019-6-24,1050,2019-12-28
1051,497,51,2018-11-27,1051,2018-11-27
1052,347,2,2019-10-17,1052,2019-11-27
1053,455,33,2019-7-12,1053,2019-9-12
1055,30,17,2017-11-21,1055,2017-12-26
1056,30,5,2016-11-27,1056,2017-12-27
1057,325,36,2019-11-24,1057,2019-12-27
1060,56,13,2017-11-26,1060,2018-11-26
1061,143,26,2017-10-11,1061,2017-10-18
1063,362,21,2018-6-17,1063,2019-6-22
1064,445,100,2018-6-21,1064,2019-9-22
1067,210,18,2019-3-28,1067,2019-11-28
1068,256,4,2015-4-26,1068,2017-4-27
1072,344,33,2019-4-10,1072,2019-10-22
1077,430,26,2019-8-27,1077,2019-11-27
1078,475,137,2018-11-28,1078,2018-11-28
1079,283,96,2016-12-24,1079,2016-12-24
1080,142,662,2016-11-15,1080,2017-11-24
1083,489,13,2019-11-23,1083,2019-12-25
1084,196,5,2018-12-23,1084,2018-12-28
1086,357,15,2019-12-20,1086,2019-12-20
1087,359,6,2016-10-23,1087,2016-10-27
1090,375,176,2018-3-12,1090,2019-5-18
1091,487,190,2019-8-28,1091,2019-10-28
1094,217,28,2019-8-27,1094,2019-9-27
1095,239,6,2016-8-28,1095,2019-10-28
1096,17,6,2019-11-27,1096,2019-11-28
1101,256,549,2017-4-14,1101,2019-11-25
1103,268,20,2018-12-25,1103,2018-12-25
1104,144,11,2017-12-18,1104,2019-12-27
1105,266,25,2018-8-28,1105,2019-8-28
1108,256,95,2019-12-22,1108,2019-12-25
1109,245,8,2019-11-28,1109,2019-12-28
1113,131,7,2016-11-23,1113,2018-11-24
1114,288,7,2018-11-20,1114,2018-12-23
1115,323,5,2015-11-28,1115,2016-12-28
1120,410,5,2019-10-26,1120,2019-12-28
1122,338,12,2019-10-14,1122,2019-11-28
1123,208,98,2019-12-27,1123,2019-12-27
1126,242,2,2015-12-26,1126,2015-12-28
1129,302,20,2019-7-26,1129,2019-12-27
1131,306,16,2016-8-17,1131,2018-9-18
1134,491,4,2019-12-28,1134,2019-12-28
1135,58,311,2019-8-20,1135,2019-8-26
1137,129,30,2015-10-16,1137,2017-10-20
1138,414,52,2019-11-18,1138,2019-12-22
1139,349,410,2018-12-25,1139,2019-12-28
1140,229,111,2019-3-26,1140,2019-11-28
1142,358,6,2018-11-12,1142,2019-12-25
1144,27,67,2015-8-26,1144,2015-12-27
1146,470,60,2018-6-24,1146,2019-10-25
1147,411,51,2018-10-28,1147,2019-10-28
1148,388,2,2019-8-16,1148,2019-9-24
1154,379,7,2015-12-26,1154,2016-12-28
1156,60,205,2019-11-9,1156,2019-11-23
1157,132,17,2017-11-26,1157,2018-11-26
1158,133,8,2019-9-26,1158,2019-11-27
1159,221,2,2019-8-18,1159,2019-12-23
1162,148,73,2016-12-17,1162,2017-12-25
1165,468,234,2019-10-19,1165,2019-12-22
1167,73,5,2019-9-28,1167,2019-9-28
1170,307,46,2016-12-19,1170,2018-12-24
1171,483,2,2019-10-22,1171,2019-12-25
1172,62,69,2019-12-24,1172,2019-12-26
1173,375,570,2015-9-28,1173,2019-9-28
1174,87,61,2017-9-24,1174,2019-10-25
1176,162,22,2015-12-26,1176,2019-12-26
1179,146,78,2019-12-25,1179,2019-12-26
1180,238,29,2017-5-13,1180,2017-5-28
1181,316,1,2015-12-19,1181,2016-12-25
1182,487,138,2015-12-28,1182,2015-12-28
1188,216,65,2019-8-23,1188,2019-12-27
1189,84,45,2019-11-27,1189,2019-11-27
1190,198,53,2019-11-25,1190,2019-11-27
1197,358,26,2019-3-11,1197,2019-3-14
1198,375,163,2016-11-19,1198,2018-11-26
1200,382,72,2017-11-26,1200,2018-12-26
1201,1,172,2018-8-26,1201,2019-12-26
1202,422,22,2015-6-27,1202,2018-9-27
1203,156,7,2019-11-26,1203,2019-11-28
1205,254,141,2014-4-23,1205,2017-6-27
1206,426,14,2018-12-10,1206,2019-12-26
1207,167,5,2018-10-27,1207,2018-10-28
1208,16,41,2019-6-28,1208,2019-12-28
1209,168,10,2015-9-26,1209,2018-11-26
1210,295,153,2018-10-22,1210,2019-11-28
1211,300,37,2018-12-28,1211,2019-12-28
1212,80,29,2018-11-11,1212,2018-11-28
1213,348,6,2017-4-25,1213,2018-12-27
1214,367,6,2019-6-9,1214,2019-11-11
1217,94,3,2018-12-19,1217,2018-12-21
1219,494,248,2017-12-27,1219,2018-12-28
1221,403,26,2019-12-28,1221,2019-12-28
1222,448,5,2019-10-20,1222,2019-11-21
1224,74,37,2017-12-27,1224,2018-12-27
1225,283,16,2019-9-11,1225,2019-10-17
1228,448,124,2015-11-24,1228,2015-12-24
1229,203,1,2019-11-17,1229,2019-11-22
1230,13,33,2019-12-28,1230,2019-12-28
1231,474,5,2018-11-26,1231,2018-11-27
1232,221,141,2015-7-16,1232,2015-9-22
1233,144,522,2017-10-21,1233,2019-10-27
1237,340,35,2019-3-20,1237,2019-5-24
1242,129,15,2015-9-23,1242,2017-10-26
1243,208,24,2018-4-14,1243,2018-9-28
1246,72,69,2019-8-18,1246,2019-8-22
1250,260,30,2016-4-24,1250,2018-7-24
1254,487,4,2019-9-22,1254,2019-9-28
1258,448,33,2016-12-18,1258,2017-12-26
1261,40,51,2018-11-25,1261,2018-12-27
1264,346,111,2018-6-23,1264,2018-8-28
