280,335,280,2017-5-8
283,433,283,2019-5-12
284,296,284,2019-6-7
285,365,285,2018-8-18
286,206,286,2016-10-23
288,466,288,2014-6-8
289,195,289,2016-5-26
290,73,290,2017-9-4
291,398,291,2018-3-24
292,53,292,2014-12-12
294,302,294,2017-2-13
295,376,295,2019-4-11
296,315,296,2015-6-18
297,500,297,2015-8-26
300,126,300,2014-5-12
301,290,301,2015-9-17
302,361,302,2014-5-3
303,35,303,2015-10-1
304,22,304,2015-3-9
309,167,309,2014-10-18
310,62,310,2018-11-11
311,203,311,2015-9-18
313,242,313,2018-4-21
314,330,314,2014-10-5
315,445,315,2019-4-25
317,57,317,2014-10-18
319,419,319,2015-9-24
320,44,320,2018-1-7
321,164,321,2019-11-15
322,412,322,2019-10-10
323,300,323,2014-10-26
325,127,325,2017-2-10
326,138,326,2016-3-20
327,285,327,2019-5-20
328,390,328,2018-8-6
330,52,330,2017-3-7
332,415,332,2014-5-19
333,328,333,2017-3-20
334,467,334,2014-7-7
336,44,336,2015-1-12
337,225,337,2014-3-21
338,234,338,2015-2-5
339,443,339,2017-10-14
340,359,340,2014-7-25
341,73,341,2014-3-14
342,1,342,2014-1-16
343,450,343,2019-6-5
346,324,346,2017-3-9
347,379,347,2019-8-11
349,260,349,2016-10-24
350,241,350,2019-1-17
351,175,351,2016-1-6
352,176,352,2016-11-11
353,17,353,2014-4-22
354,120,354,2016-9-24
355,72,355,2018-7-14
356,245,356,2014-11-26
357,58,357,2017-3-4
360,242,360,2019-8-14
361,7,361,2018-8-10
362,203,362,2015-6-8
363,65,363,2015-3-1
364,459,364,2017-4-2
367,368,367,2018-12-19
368,11,368,2014-7-7
369,162,369,2018-7-26
370,94,370,2015-3-8
371,109,371,2019-3-9
372,436,372,2019-10-25
373,73,373,2014-8-27
375,33,375,2017-2-12
376,228,376,2014-3-1
378,294,378,2017-6-15
379,77,379,2015-10-3
380,116,380,2018-6-16
381,242,381,2018-7-3
382,363,382,2019-1-7
383,387,383,2016-8-12
384,440,384,2016-5-28
385,496,385,2019-5-14
386,445,386,2017-11-14
387,218,387,2018-6-27
388,267,388,2018-7-6
389,199,389,2017-2-4
390,10,390,2014-6-13
391,217,391,2017-2-7
393,58,393,2016-3-23
395,178,395,2015-11-24
397,299,397,2014-11-23
398,497,398,2017-3-11
399,297,399,2017-8-26
400,265,400,2016-8-14
401,33,401,2015-5-7
402,415,402,2014-5-3
404,172,404,2018-11-12
405,426,405,2014-12-26
406,343,406,2014-7-1
407,35,407,2015-11-5
408,407,408,2014-7-12
409,366,409,2018-6-20
410,181,410,2014-5-11
411,319,411,2014-4-20
413,123,413,2016-2-19
414,108,414,2014-11-3
415,198,415,2017-3-28
417,152,417,2018-2-28
418,269,418,2017-5-28
419,40,419,2018-7-4
420,287,420,2018-3-1
422,170,422,2017-3-20
423,466,423,2017-1-21
424,248,424,2018-3-3
426,72,426,2017-9-7
427,419,427,2015-11-25
428,329,428,2017-1-24
429,75,429,2018-11-25
431,453,431,2015-1-12
432,185,432,2016-10-23
433,282,433,2019-3-16
434,439,434,2014-12-17
435,402,435,2016-1-14
436,112,436,2018-2-16
438,355,438,2016-10-8
439,211,439,2017-4-28
441,132,441,2017-4-9
443,144,443,2014-3-21
444,208,444,2018-9-14
445,428,445,2014-6-5
446,133,446,2015-11-1
447,349,447,2015-1-19
448,199,448,2016-11-15
451,218,451,2016-6-5
452,9,452,2018-9-22
453,474,453,2014-11-7
454,293,454,2017-8-24
455,188,455,2016-6-28
459,486,459,2015-12-18
460,449,460,2018-7-11
461,149,461,2015-1-1
463,72,463,2015-3-10
464,238,464,2014-9-9
466,91,466,2015-12-11
467,453,467,2014-10-17
468,10,468,2014-9-1
469,494,469,2016-12-22
470,229,470,2015-2-21
471,489,471,2016-12-28
472,396,472,2015-12-25
473,413,473,2017-11-26
474,253,474,2015-5-14
475,399,475,2018-10-2
476,81,476,2017-12-1
478,355,478,2017-8-12
479,369,479,2019-3-15
480,271,480,2018-2-15
481,105,481,2014-10-25
482,419,482,2018-11-11
484,91,484,2019-7-5
485,6,485,2016-2-19
486,99,486,2017-1-19
488,413,488,2018-3-6
489,80,489,2015-1-20
490,193,490,2016-6-10
491,343,491,2017-8-6
492,44,492,2018-11-4
493,353,493,2017-2-4
494,450,494,2014-3-23
495,305,495,2018-7-22
496,191,496,2015-8-21
497,99,497,2017-10-18
499,140,499,2015-10-22
500,286,500,2014-1-3
502,196,502,2019-7-21
504,323,504,2017-5-15
505,486,505,2017-4-27
506,479,506,2016-10-20
510,386,510,2016-10-14
511,297,511,2017-4-22
512,316,512,2014-5-9
513,175,513,2017-5-2
514,265,514,2014-10-17
515,368,515,2014-10-12
516,351,516,2014-7-25
519,101,519,2018-9-25
520,371,520,2015-9-27
521,74,521,2016-8-10
524,144,524,2016-4-27
525,69,525,2019-9-18
526,412,526,2019-1-23
527,104,527,2016-4-16
529,450,529,2019-12-17
530,234,530,2018-3-1
531,402,531,2016-3-7
532,479,532,2015-11-20
533,16,533,2019-11-27
534,429,534,2015-6-18
535,86,535,2019-4-15
536,45,536,2019-10-16
537,275,537,2014-10-19
538,102,538,2018-7-21
539,495,539,2018-2-3
542,272,542,2018-6-4
543,86,543,2016-9-21
545,341,545,2019-10-12
547,469,547,2014-8-12
548,6,548,2014-10-5
549,347,549,2014-3-10
550,322,550,2019-7-22
551,402,551,2015-7-2
552,184,552,2016-5-5
553,398,553,2018-10-7
554,397,554,2019-10-19
555,98,555,2015-3-14
556,325,556,2019-3-17
557,488,557,2017-2-19
558,127,558,2017-1-12
559,27,559,2019-6-15
560,345,560,2014-8-13
561,222,561,2019-7-9
562,186,562,2014-4-20
563,215,563,2016-3-13
564,35,564,2015-11-20
565,468,565,2016-9-9
566,117,566,2015-6-24
568,425,568,2017-2-17
569,23,569,2019-3-5
571,476,571,2014-10-7
572,96,572,2017-3-15
573,401,573,2014-8-4
574,59,574,2014-4-21
575,126,575,2016-4-13
576,220,576,2016-1-22
577,112,577,2017-2-3
578,17,578,2019-12-11
579,112,579,2016-3-20
582,26,582,2015-12-17
583,443,583,2016-9-16
584,322,584,2018-7-12
585,194,585,2015-5-11
586,308,586,2018-12-13
588,85,588,2016-1-14
589,452,589,2018-8-3
590,460,590,2014-7-21
593,182,593,2018-7-22
595,275,595,2018-3-4
596,418,596,2019-11-23
597,161,597,2019-3-10
599,359,599,2014-8-9
600,330,600,2016-9-8
601,165,601,2016-3-17
602,181,602,2015-1-6
603,380,603,2019-3-2
604,42,604,2019-2-10
605,365,605,2017-8-7
606,349,606,2015-9-20
608,193,608,2014-1-13
609,193,609,2015-4-22
611,226,611,2017-9-22
612,293,612,2018-8-2
613,188,613,2018-9-21
615,482,615,2019-5-8
616,142,616,2017-1-27
617,256,617,2019-4-2
618,38,618,2018-4-14
619,411,619,2016-6-2
620,50,620,2019-3-14
621,446,621,2019-9-6
622,125,622,2018-2-4
625,54,625,2017-8-12
626,9,626,2018-10-15
628,45,628,2016-2-10
629,485,629,2018-8-21
630,345,630,2014-5-8
631,268,631,2015-11-14
634,455,634,2018-6-27
635,369,635,2018-12-8
636,370,636,2016-5-15
638,419,638,2015-2-4
640,462,640,2017-4-27
641,328,641,2014-2-17
642,399,642,2016-5-2
643,204,643,2017-7-5
644,139,644,2019-6-2
645,249,645,2019-12-17
647,438,647,2019-4-27
648,439,648,2014-1-24
649,311,649,2017-7-21
651,12,651,2019-10-6
652,137,652,2017-7-9
653,24,653,2017-2-1
654,108,654,2015-12-19
655,60,655,2016-12-16
656,460,656,2017-9-16
657,426,657,2015-2-9
658,375,658,2015-8-16
660,458,660,2019-7-17
661,304,661,2018-10-15
662,367,662,2019-11-5
664,12,664,2016-1-2
665,75,665,2017-6-10
667,336,667,2017-10-19
668,253,668,2015-4-2
670,392,670,2018-8-12
671,158,671,2019-3-6
672,292,672,2018-9-24
674,230,674,2015-9-3
676,397,676,2018-9-4
677,227,677,2018-3-7
678,261,678,2014-3-14
679,259,679,2017-8-21
681,171,681,2015-6-14
682,71,682,2019-5-24
683,245,683,2017-4-26
684,37,684,2015-11-21
685,319,685,2016-6-10
687,147,687,2016-2-11
688,98,688,2016-11-6
689,69,689,2016-4-23
690,94,690,2018-4-14
691,142,691,2016-4-12
692,419,692,2016-10-11
693,426,693,2014-3-16
694,406,694,2017-2-14
695,383,695,2015-9-10
696,103,696,2018-4-18
697,289,697,2017-11-19
698,5,698,2017-6-20
699,287,699,2019-2-2
701,245,701,2016-4-15
702,286,702,2019-12-15
704,194,704,2014-7-26
705,127,705,2017-3-4
706,368,706,2018-3-17
707,192,707,2019-8-9
708,348,708,2017-10-6
709,341,709,2016-1-14
712,216,712,2015-8-9
713,55,713,2014-11-28
714,236,714,2015-12-24
716,28,716,2016-6-4
717,339,717,2016-11-19
718,478,718,2014-8-25
719,358,719,2014-7-19
721,376,721,2018-6-13
722,381,722,2015-11-10
723,56,723,2019-3-9
724,144,724,2015-9-22
727,211,727,2017-9-23
729,362,729,2019-4-7
730,328,730,2019-1-15
732,340,732,2019-10-15
733,201,733,2018-7-16
734,74,734,2015-6-11
735,83,735,2017-5-21
736,251,736,2018-2-1
737,83,737,2016-8-1
738,97,738,2014-2-12
740,191,740,2018-10-26
741,398,741,2015-5-17
744,163,744,2017-3-10
746,231,746,2014-7-12
748,396,748,2016-3-18
749,254,749,2018-4-21
750,310,750,2014-10-25
751,402,751,2014-4-16
752,222,752,2019-11-27
755,72,755,2019-8-23
756,49,756,2017-11-24
758,226,758,2019-8-25
759,106,759,2014-10-23
760,457,760,2019-9-27
761,172,761,2015-10-15
762,463,762,2019-8-21
763,319,763,2015-11-26
768,156,768,2014-6-8
770,7,770,2018-1-13
771,265,771,2015-11-25
772,297,772,2014-11-11
773,63,773,2015-7-24
775,350,775,2018-1-6
777,382,777,2019-3-14
780,116,780,2017-4-2
781,155,781,2016-5-11
784,424,784,2019-9-28
785,137,785,2018-1-2
789,410,789,2016-12-18
791,499,791,2019-1-23
792,480,792,2018-4-4
793,374,793,2015-3-5
794,266,794,2014-9-25
795,421,795,2015-5-15
796,379,796,2017-4-1
799,24,799,2019-5-7
800,405,800,2014-1-2
801,483,801,2017-2-2
802,22,802,2017-8-2
803,450,803,2016-9-27
804,481,804,2014-6-24
805,59,805,2018-3-22
806,202,806,2014-11-9
807,149,807,2018-3-21
808,407,808,2017-7-3
809,340,809,2014-5-23
810,439,810,2018-11-24
811,288,811,2019-9-7
812,281,812,2018-12-1
813,71,813,2015-12-4
815,310,815,2018-3-23
816,463,816,2014-9-21
817,365,817,2019-6-8
818,97,818,2016-8-13
819,324,819,2017-12-19
820,256,820,2015-1-7
821,69,821,2018-10-13
822,76,822,2019-12-23
823,408,823,2017-8-26
824,420,824,2016-12-22
826,456,826,2016-1-25
827,78,827,2014-7-13
828,59,828,2015-2-2
830,329,830,2019-9-4
831,42,831,2014-6-14
832,50,832,2018-4-10
835,139,835,2016-7-5
836,110,836,2019-1-10
838,248,838,2017-5-22
839,93,839,2018-7-24
840,244,840,2018-5-23
841,453,841,2019-1-2
842,445,842,2014-9-26
844,155,844,2019-4-28
845,32,845,2019-11-26
846,392,846,2019-8-27
848,89,848,2016-12-23
850,71,850,2019-7-25
851,234,851,2017-11-15
852,61,852,2017-11-2
853,8,853,2015-6-25
854,170,854,2017-7-26
856,324,856,2019-11-12
858,114,858,2014-1-16
859,397,859,2016-6-10
860,12,860,2017-10-6
861,12,861,2019-11-23
862,386,862,2018-4-24
863,363,863,2018-1-26
864,150,864,2019-1-27
865,485,865,2017-11-27
867,183,867,2014-11-5
868,330,868,2018-2-2
871,372,871,2014-11-3
872,42,872,2015-9-27
874,499,874,2018-1-12
876,408,876,2014-11-7
877,254,877,2016-8-28
878,399,878,2019-4-20
879,399,879,2016-11-4
880,479,880,2016-2-26
881,52,881,2016-1-24
882,36,882,2017-7-21
883,187,883,2018-5-6
884,368,884,2018-8-25
885,393,885,2014-8-18
886,462,886,2017-1-22
889,444,889,2016-1-27
890,142,890,2016-12-7
891,275,891,2016-12-19
892,418,892,2017-9-16
893,163,893,2016-10-8
895,440,895,2014-8-20
896,43,896,2015-6-18
898,496,898,2017-5-5
899,137,899,2017-7-19
900,133,900,2014-1-13
903,241,903,2015-3-1
905,288,905,2016-12-17
909,12,909,2016-4-28
910,207,910,2018-7-2
911,404,911,2019-7-12
912,266,912,2017-1-16
913,333,913,2014-4-23
916,497,916,2019-4-27
917,495,917,2016-7-25
918,86,918,2019-10-24
919,305,919,2019-2-13
920,456,920,2016-6-3
921,301,921,2017-2-18
922,258,922,2018-5-13
923,113,923,2015-3-5
924,256,924,2015-8-4
925,386,925,2014-7-27
928,105,928,2019-3-24
929,270,929,2018-12-21
931,31,931,2014-9-27
932,357,932,2018-4-21
934,278,934,2019-10-2
935,275,935,2019-11-19
936,462,936,2019-7-21
937,296,937,2015-3-19
938,2,938,2014-10-6
939,233,939,2019-3-1
940,148,940,2017-11-6
942,76,942,2014-3-20
943,175,943,2015-11-15
944,102,944,2019-1-18
945,301,945,2016-7-22
946,379,946,2017-3-7
948,379,948,2019-12-18
949,448,949,2015-8-15
950,8,950,2019-7-22
951,429,951,2016-8-9
953,349,953,2017-3-9
955,452,955,2018-12-24
956,456,956,2015-12-15
957,109,957,2017-6-13
959,43,959,2017-2-25
960,419,960,2016-10-28
961,408,961,2019-11-27
962,381,962,2015-3-2
963,229,963,2018-10-27
965,394,965,2018-1-27
966,164,966,2015-4-22
967,276,967,2018-3-4
969,333,969,2017-5-28
971,92,971,2018-12-11
972,99,972,2014-11-13
974,267,974,2016-6-3
975,380,975,2018-7-9
978,356,978,2019-12-17
979,338,979,2014-4-28
982,133,982,2018-10-12
983,194,983,2017-4-8
984,314,984,2019-1-17
985,215,985,2015-2-7
986,82,986,2019-1-5
987,261,987,2017-6-1
988,11,988,2018-1-3
989,358,989,2019-12-13
990,436,990,2019-2-15
992,115,992,2019-1-2
993,196,993,2017-2-1
994,272,994,2015-3-10
995,322,995,2016-5-9
998,43,998,2017-12-14
999,66,999,2018-5-11
1000,58,1000,2015-8-7
1001,497,1001,2018-12-14
1002,284,1002,2019-9-13
1003,434,1003,2017-8-2
1004,409,1004,2017-7-16
1005,109,1005,2016-9-4
1006,274,1006,2016-12-12
1007,284,1007,2014-3-22
1008,82,1008,2016-5-10
1009,346,1009,2017-2-13
1011,320,1011,2014-4-5
1012,378,1012,2015-5-4
1013,257,1013,2015-12-6
1014,399,1014,2017-4-28
1015,433,1015,2017-3-26
1016,395,1016,2014-2-24
1017,57,1017,2019-11-15
1018,193,1018,2016-6-17
1019,78,1019,2017-12-10
1022,313,1022,2014-8-1
1023,178,1023,2016-7-5
1024,383,1024,2017-9-5
1025,348,1025,2018-6-12
1026,122,1026,2018-10-12
1027,37,1027,2015-6-22
1028,427,1028,2017-6-4
1029,343,1029,2014-12-28
1031,431,1031,2014-9-16
1032,116,1032,2016-5-5
1034,230,1034,2015-6-3
1035,420,1035,2019-12-18
1037,72,1037,2015-12-4
1039,463,1039,2016-10-21
1040,485,1040,2018-9-6
1042,248,1042,2014-2-23
1043,180,1043,2015-6-16
1044,135,1044,2017-1-26
1045,241,1045,2019-7-11
1047,288,1047,2015-7-6
1048,432,1048,2017-8-17
1049,51,1049,2019-5-18
1050,233,1050,2016-1-7
1051,191,1051,2018-6-23
1052,54,1052,2019-7-1
1053,112,1053,2018-6-9
1055,499,1055,2016-2-6
1056,238,1056,2016-11-26
1057,218,1057,2018-11-24
1060,159,1060,2017-11-2
1061,183,1061,2014-7-7
1063,358,1063,2018-2-7
1064,192,1064,2016-6-19
1065,456,1065,2017-12-15
1067,245,1067,2019-2-11
1068,491,1068,2014-4-24
1069,414,1069,2017-1-10
1071,34,1071,2014-7-6
1072,102,1072,2018-4-1
1073,222,1073,2018-12-5
1074,340,1074,2018-11-16
1075,440,1075,2017-7-4
1077,231,1077,2015-6-25
1078,42,1078,2018-11-24
1079,308,1079,2016-2-6
1080,151,1080,2016-7-7
1081,153,1081,2019-6-3
1083,103,1083,2019-5-21
1084,282,1084,2018-8-19
1085,105,1085,2016-3-8
1086,445,1086,2019-11-13
1087,352,1087,2015-3-13
1088,470,1088,2019-8-22
1090,410,1090,2018-2-8
1091,233,1091,2019-6-28
1094,390,1094,2018-7-27
1095,215,1095,2014-7-14
1096,372,1096,2019-6-24
1097,213,1097,2017-9-2
1099,460,1099,2018-1-9
1100,463,1100,2014-10-8
1101,376,1101,2016-4-12
1102,305,1102,2015-1-10
1103,468,1103,2017-3-6
1104,482,1104,2016-4-14
1105,192,1105,2016-4-2
1106,292,1106,2019-11-22
1108,420,1108,2019-10-16
1109,336,1109,2019-11-23
1111,331,1111,2016-9-22
1112,289,1112,2016-3-21
1113,52,1113,2016-11-23
1114,135,1114,2017-10-13
1115,461,1115,2014-4-14
1116,453,1116,2016-2-13
1120,443,1120,2019-7-15
1121,479,1121,2016-6-17
1122,33,1122,2015-1-14
1123,253,1123,2018-10-25
1124,376,1124,2019-10-21
1126,338,1126,2015-12-23
1127,291,1127,2015-8-21
1128,274,1128,2014-12-3
1129,255,1129,2017-7-5
1130,312,1130,2014-12-17
1131,302,1131,2014-3-11
1132,447,1132,2015-9-28
1133,283,1133,2018-1-9
1134,326,1134,2014-10-26
1135,133,1135,2016-1-15
1136,233,1136,2016-9-18
1137,410,1137,2015-6-5
1138,441,1138,2019-7-16
1139,329,1139,2015-11-21
1140,177,1140,2019-1-1
1142,258,1142,2014-2-12
1143,6,1143,2017-10-5
1144,259,1144,2015-6-20
1145,40,1145,2017-3-17
1146,235,1146,2016-5-4
1147,355,1147,2017-10-27
1148,232,1148,2018-5-13
1150,66,1150,2016-8-9
1152,16,1152,2018-6-19
1154,426,1154,2015-11-22
1155,109,1155,2014-4-8
1156,77,1156,2018-11-8
1157,348,1157,2015-11-5
1158,325,1158,2017-9-24
1159,284,1159,2017-7-11
1162,127,1162,2015-3-17
1165,370,1165,2019-3-17
1167,381,1167,2018-2-26
1168,401,1168,2015-2-2
1170,86,1170,2016-12-13
1171,274,1171,2018-7-17
1172,305,1172,2019-11-12
1173,469,1173,2014-9-15
1174,271,1174,2015-9-18
1175,365,1175,2019-3-23
1176,19,1176,2014-12-21
1177,65,1177,2019-3-6
1178,25,1178,2014-9-17
1179,289,1179,2015-7-3
1180,344,1180,2016-4-11
1181,261,1181,2015-9-8
1182,203,1182,2014-12-26
1184,240,1184,2016-3-22
1185,440,1185,2014-10-26
1187,248,1187,2018-11-24
1188,44,1188,2018-2-16
1189,486,1189,2014-9-26
1190,75,1190,2017-4-19
1191,237,1191,2019-3-11
1195,363,1195,2018-11-27
1197,387,1197,2016-2-3
1198,369,1198,2016-1-10
1200,337,1200,2015-5-25
1201,456,1201,2014-5-24
1202,83,1202,2015-6-14
1203,399,1203,2017-7-18
1205,96,1205,2014-4-20
1206,336,1206,2018-12-5
1207,363,1207,2018-10-21
1208,100,1208,2016-5-28
1209,29,1209,2014-2-26
1210,40,1210,2016-1-11
1211,77,1211,2018-7-28
1212,136,1212,2017-11-10
1213,438,1213,2016-1-6
1214,326,1214,2018-6-3
1215,195,1215,2017-12-10
1217,444,1217,2014-10-18
1219,188,1219,2017-9-25
1220,350,1220,2017-10-28
1221,190,1221,2019-12-27
1222,32,1222,2018-8-14
1223,215,1223,2015-3-17
1224,117,1224,2016-8-23
1225,49,1225,2019-8-1
1227,80,1227,2015-9-2
1228,346,1228,2015-11-21
1229,429,1229,2019-11-2
1230,24,1230,2019-12-8
1231,433,1231,2017-8-4
1232,411,1232,2015-5-7
1233,308,1233,2017-5-9
1236,278,1236,2019-9-22
1237,183,1237,2019-3-9
1238,170,1238,2015-12-26
1242,429,1242,2015-8-8
1243,238,1243,2018-2-8
1245,465,1245,2014-5-9
1246,411,1246,2019-5-15
1247,322,1247,2017-12-16
1249,393,1249,2017-8-15
1250,384,1250,2015-4-7
1251,198,1251,2018-10-18
1252,143,1252,2015-1-15
1253,433,1253,2015-4-2
1254,139,1254,2017-1-21
1255,15,1255,2016-1-3
1258,238,1258,2016-12-10
1260,96,1260,2014-10-24
1261,375,1261,2017-10-23
1262,350,1262,2016-2-13
1264,448,1264,2018-4-22
1267,265,1267,2014-1-10
1268,140,1268,2018-7-21
1269,324,1269,2018-8-12
1270,186,1270,2017-5-17
1272,119,1272,2015-10-9
1273,238,1273,2019-9-28
1275,295,1275,2014-4-9
1276,68,1276,2018-6-5
1278,191,1278,2015-7-5
1279,219,1279,2016-12-2
1280,46,1280,2014-12-16
1281,375,1281,2017-8-4
1282,98,1282,2014-6-9
1283,40,1283,2017-12-8
1284,18,1284,2014-9-13
1285,60,1285,2018-4-24
1286,106,1286,2015-9-6
1288,438,1288,2017-7-3
1289,161,1289,2019-10-6
1290,388,1290,2017-10-3
1291,276,1291,2016-6-20
1292,133,1292,2015-4-8
1293,472,1293,2018-1-15
1294,11,1294,2019-10-13
1295,291,1295,2019-5-25
1298,420,1298,2018-6-10
1301,2,1301,2017-9-6
1302,213,1302,2017-4-20
1303,483,1303,2015-9-8
1304,492,1304,2016-7-28
1305,102,1305,2016-8-21
1306,31,1306,2014-8-9
1307,307,1307,2017-1-2
1308,129,1308,2016-1-19
1309,151,1309,2017-11-2
1310,412,1310,2015-7-25
1312,325,1312,2014-9-15
1313,346,1313,2016-6-6
1314,115,1314,2019-11-16
1315,357,1315,2015-3-18
1317,159,1317,2017-9-1
1320,391,1320,2016-4-20
1321,75,1321,2019-7-18
1322,224,1322,2017-8-15
1324,496,1324,2014-3-2
1326,210,1326,2016-7-8
1330,488,1330,2015-9-17
1331,187,1331,2017-1-11
1333,41,1333,2017-7-5
1335,439,1335,2016-1-27
1338,198,1338,2019-12-22
1339,368,1339,2016-11-18
1340,200,1340,2018-7-1
1341,102,1341,2019-1-2
1343,324,1343,2014-12-5
1344,468,1344,2018-12-25
1345,249,1345,2016-5-27
1347,279,1347,2015-12-13
1348,460,1348,2019-3-9
1349,275,1349,2015-9-17
1350,91,1350,2017-6-19
1351,51,1351,2019-11-17
1353,178,1353,2015-10-8
1354,423,1354,2017-3-27
1355,277,1355,2017-4-17
1356,187,1356,2015-3-6
1357,454,1357,2016-7-14
1358,282,1358,2019-11-19
1360,62,1360,2019-7-12
1361,365,1361,2017-7-14
1362,379,1362,2017-3-24
1363,208,1363,2014-10-12
