210,401,205,210,282,2019-11-28,2019-12-28
212,199,487,212,6,2019-12-26,2019-12-26
214,41,215,214,119,2018-11-27,2018-11-28
217,411,480,217,187,2019-12-28,2019-12-28
221,433,500,221,47,2015-12-26,2015-12-27
225,173,66,225,201,2019-11-27,2019-11-27
226,29,443,226,88,2019-9-28,2019-10-28
228,278,455,228,9,2016-12-27,2019-12-27
232,247,355,232,44,2019-12-27,2019-12-28
233,222,184,233,264,2018-12-24,2018-12-27
248,402,196,248,393,2019-12-17,2019-12-19
249,204,303,249,56,2019-12-28,2019-12-28
252,435,228,252,88,2019-11-20,2019-11-21
255,394,70,255,91,2019-12-28,2019-12-28
256,371,178,256,54,2019-11-28,2019-11-28
263,35,470,263,112,2019-12-27,2019-12-27
266,234,356,266,103,2016-11-28,2018-11-28
272,113,395,272,754,2019-12-24,2019-12-27
278,227,223,278,47,2018-12-26,2018-12-28
284,246,296,284,152,2019-11-27,2019-12-28
285,13,365,285,384,2018-12-27,2019-12-27
289,473,195,289,164,2019-12-28,2019-12-28
295,403,376,295,83,2019-12-28,2019-12-28
296,461,315,296,175,2017-12-28,2017-12-28
297,318,500,297,4,2019-11-28,2019-11-28
300,489,126,300,99,2017-11-28,2019-12-28
302,238,361,302,125,2016-12-26,2017-12-27
304,119,22,304,21,2019-12-24,2019-12-26
309,135,167,309,102,2019-12-26,2019-12-27
321,328,164,321,29,2019-12-28,2019-12-28
322,196,412,322,32,2019-12-28,2019-12-28
328,319,390,328,48,2019-11-28,2019-12-28
332,425,415,332,138,2018-12-28,2018-12-28
336,299,44,336,744,2019-10-27,2019-12-27
337,313,225,337,106,2019-12-28,2019-12-28
352,109,176,352,57,2018-11-26,2019-12-27
354,8,120,354,103,2019-12-28,2019-12-28
357,280,58,357,74,2019-12-25,2019-12-26
367,241,368,367,137,2019-12-25,2019-12-27
369,74,162,369,186,2019-12-28,2019-12-28
373,300,73,373,116,2019-12-28,2019-12-28
376,279,228,376,121,2019-11-26,2019-12-28
380,121,116,380,410,2019-12-28,2019-12-28
383,132,387,383,267,2019-12-28,2019-12-28
386,463,445,386,5,2019-12-25,2019-12-25
389,150,199,389,139,2019-12-28,2019-12-28
401,123,33,401,23,2019-11-27,2019-11-27
406,110,343,406,62,2017-11-26,2017-12-27
407,494,35,407,70,2018-11-23,2018-11-25
413,213,123,413,92,2019-12-25,2019-12-26
414,346,108,414,182,2019-11-28,2019-12-28
415,37,198,415,98,2019-12-28,2019-12-28
427,450,419,427,74,2019-12-25,2019-12-28
438,125,355,438,51,2019-12-23,2019-12-24
443,402,144,443,91,2018-11-27,2018-12-28
444,373,208,444,41,2019-11-28,2019-11-28
445,278,428,445,1,2019-12-19,2019-12-26
453,213,474,453,71,2019-12-27,2019-12-28
454,109,293,454,92,2018-12-28,2019-12-28
460,27,449,460,38,2019-11-28,2019-12-28
473,300,413,473,200,2019-12-28,2019-12-28
475,55,399,475,27,2019-12-26,2019-12-26
476,245,81,476,117,2018-12-28,2018-12-28
484,218,91,484,167,2019-11-14,2019-11-27
492,297,44,492,52,2019-12-17,2019-12-24
497,195,99,497,88,2019-12-24,2019-12-26
500,116,286,500,30,2018-6-24,2019-12-24
502,499,196,502,479,2019-12-27,2019-12-27
506,68,479,506,103,2019-12-27,2019-12-27
512,61,316,512,189,2019-12-25,2019-12-28
513,424,175,513,41,2019-11-23,2019-12-23
515,325,368,515,4,2019-12-27,2019-12-28
516,323,351,516,7,2017-11-28,2019-11-28
521,447,74,521,194,2019-12-27,2019-12-28
524,19,144,524,118,2016-10-28,2018-12-28
537,354,275,537,90,2018-12-24,2018-12-27
548,346,6,548,76,2018-12-28,2018-12-28
556,308,325,556,131,2019-11-26,2019-12-26
562,213,186,562,67,2015-12-24,2015-12-26
563,334,215,563,49,2018-10-22,2019-11-25
565,14,468,565,98,2018-11-28,2018-12-28
571,412,476,571,14,2019-11-28,2019-11-28
576,347,220,576,12,2019-12-28,2019-12-28
582,33,26,582,93,2019-12-28,2019-12-28
583,358,443,583,63,2018-12-28,2019-12-28
584,364,322,584,33,2019-12-28,2019-12-28
586,272,308,586,16,2018-12-24,2018-12-25
593,461,182,593,19,2019-12-28,2019-12-28
599,378,359,599,1,2019-12-28,2019-12-28
601,182,165,601,224,2019-12-28,2019-12-28
602,243,181,602,70,2019-12-23,2019-12-23
603,311,380,603,397,2019-12-26,2019-12-26
604,336,42,604,141,2019-12-28,2019-12-28
608,21,193,608,13,2019-12-27,2019-12-28
611,258,226,611,43,2019-12-25,2019-12-25
613,337,188,613,49,2019-11-26,2019-12-28
618,363,38,618,36,2019-12-27,2019-12-27
619,222,411,619,37,2019-11-28,2019-11-28
621,477,446,621,14,2019-10-25,2019-12-28
622,125,125,622,85,2019-10-27,2019-11-28
625,193,54,625,21,2019-11-21,2019-12-23
628,375,45,628,85,2019-10-26,2019-12-27
629,264,485,629,44,2019-12-28,2019-12-28
630,500,345,630,71,2019-12-27,2019-12-28
631,98,268,631,45,2019-12-28,2019-12-28
635,227,369,635,235,2019-12-28,2019-12-28
642,479,399,642,109,2019-12-27,2019-12-27
645,99,249,645,85,2019-12-26,2019-12-28
647,21,438,647,143,2019-9-28,2019-12-28
654,193,108,654,15,2018-12-20,2019-12-28
656,119,460,656,48,2019-12-20,2019-12-26
660,352,458,660,105,2019-11-28,2019-12-28
662,266,367,662,59,2019-12-23,2019-12-24
671,23,158,671,100,2019-10-21,2019-12-27
672,2,292,672,228,2019-12-28,2019-12-28
678,248,261,678,7,2019-12-27,2019-12-28
681,404,171,681,49,2019-10-24,2019-10-24
685,241,319,685,69,2019-10-24,2019-10-26
687,120,147,687,45,2019-12-24,2019-12-27
688,29,98,688,22,2019-12-28,2019-12-28
690,281,94,690,63,2019-12-27,2019-12-28
692,39,419,692,91,2019-12-26,2019-12-27
693,13,426,693,136,2019-12-21,2019-12-25
694,443,406,694,23,2019-12-26,2019-12-26
696,272,103,696,260,2019-8-27,2019-11-27
697,97,289,697,205,2019-12-28,2019-12-28
699,378,287,699,658,2019-12-27,2019-12-28
706,92,368,706,183,2019-11-25,2019-11-25
708,357,348,708,108,2019-12-25,2019-12-28
709,448,341,709,901,2019-4-25,2019-5-26
718,445,478,718,100,2019-12-28,2019-12-28
721,34,376,721,360,2019-12-28,2019-12-28
722,221,381,722,3,2018-12-28,2019-12-28
723,483,56,723,15,2019-11-18,2019-12-22
732,272,340,732,21,2019-11-26,2019-12-27
738,431,97,738,43,2018-10-28,2018-10-28
740,109,191,740,151,2019-12-28,2019-12-28
749,310,254,749,41,2019-12-28,2019-12-28
759,479,106,759,90,2019-12-28,2019-12-28
763,349,319,763,94,2019-12-27,2019-12-28
775,221,350,775,8,2019-10-26,2019-10-28
784,37,424,784,10,2019-12-28,2019-12-28
789,153,410,789,150,2017-12-28,2017-12-28
794,291,266,794,4,2019-12-26,2019-12-26
800,148,405,800,176,2019-11-28,2019-12-28
804,477,481,804,36,2017-11-27,2018-11-28
807,441,149,807,153,2019-12-23,2019-12-23
810,448,439,810,171,2019-12-28,2019-12-28
815,468,310,815,229,2019-11-28,2019-12-28
816,406,463,816,6,2019-12-28,2019-12-28
819,308,324,819,14,2018-12-26,2019-12-27
826,282,456,826,689,2019-6-28,2019-11-28
827,21,78,827,71,2016-12-28,2017-12-28
828,285,59,828,61,2018-10-28,2019-10-28
830,252,329,830,1125,2019-11-26,2019-11-28
835,259,139,835,102,2019-11-9,2019-12-22
836,290,110,836,46,2019-12-19,2019-12-21
841,193,453,841,57,2019-12-28,2019-12-28
842,39,445,842,110,2019-9-28,2019-12-28
851,242,234,851,24,2018-12-28,2019-12-28
852,101,61,852,155,2018-12-11,2018-12-18
856,254,324,856,84,2019-12-28,2019-12-28
861,333,12,861,137,2019-11-27,2019-11-27
862,21,386,862,303,2019-12-28,2019-12-28
863,436,363,863,103,2019-11-28,2019-12-28
865,250,485,865,30,2019-12-28,2019-12-28
867,446,183,867,19,2019-11-28,2019-12-28
871,327,372,871,14,2018-12-19,2019-12-24
872,99,42,872,5,2019-12-28,2019-12-28
884,463,368,884,124,2019-12-28,2019-12-28
889,157,444,889,69,2018-12-27,2018-12-28
890,223,142,890,281,2019-12-26,2019-12-27
891,110,275,891,146,2019-12-28,2019-12-28
895,462,440,895,72,2015-12-28,2016-12-28
905,147,288,905,73,2019-12-26,2019-12-26
912,240,266,912,47,2018-12-28,2018-12-28
913,146,333,913,67,2016-12-27,2017-12-28
928,421,105,928,107,2019-12-27,2019-12-27
931,231,31,931,160,2019-12-28,2019-12-28
932,22,357,932,307,2019-10-26,2019-12-26
936,161,462,936,122,2019-11-26,2019-12-26
943,68,175,943,29,2019-12-26,2019-12-28
948,336,379,948,128,2019-12-28,2019-12-28
951,478,429,951,130,2018-12-22,2018-12-28
957,199,109,957,91,2018-11-28,2018-12-28
967,172,276,967,8,2019-12-26,2019-12-28
969,291,333,969,76,2018-12-28,2018-12-28
974,463,267,974,259,2019-10-19,2019-10-28
975,392,380,975,61,2019-12-28,2019-12-28
987,91,261,987,113,2018-12-22,2018-12-27
988,355,11,988,65,2019-12-12,2019-12-22
990,239,436,990,103,2019-10-19,2019-10-28
993,445,196,993,139,2018-10-19,2018-12-20
994,419,272,994,132,2019-12-27,2019-12-27
995,213,322,995,54,2019-9-28,2019-12-28
999,488,66,999,409,2019-12-28,2019-12-28
1011,148,320,1011,51,2019-10-28,2019-10-28
1015,386,433,1015,141,2019-12-28,2019-12-28
1018,301,193,1018,68,2017-11-27,2019-12-28
1028,25,427,1028,62,2019-11-26,2019-12-27
1029,216,343,1029,17,2019-12-28,2019-12-28
1037,296,72,1037,45,2019-12-28,2019-12-28
1039,80,463,1039,3,2018-12-28,2018-12-28
1053,331,112,1053,166,2019-12-20,2019-12-25
1057,335,218,1057,151,2019-12-27,2019-12-28
1063,444,358,1063,87,2019-6-27,2019-9-28
1067,12,245,1067,170,2019-12-28,2019-12-28
1077,485,231,1077,39,2019-11-28,2019-11-28
1078,74,42,1078,123,2018-12-28,2018-12-28
1079,111,308,1079,702,2019-12-24,2019-12-25
1083,223,103,1083,55,2019-12-25,2019-12-25
1086,405,445,1086,114,2019-12-24,2019-12-25
1087,74,352,1087,11,2017-10-28,2018-12-28
1090,88,410,1090,211,2019-7-20,2019-7-21
1091,440,233,1091,255,2019-11-28,2019-12-28
1094,106,390,1094,76,2019-10-28,2019-11-28
1095,60,215,1095,98,2019-10-28,2019-10-28
1096,480,372,1096,82,2019-11-28,2019-11-28
1101,468,376,1101,102,2019-11-28,2019-12-28
1104,427,482,1104,133,2019-12-27,2019-12-28
1105,491,192,1105,46,2019-12-28,2019-12-28
1108,142,420,1108,415,2019-12-28,2019-12-28
1113,290,52,1113,105,2019-12-26,2019-12-26
1114,300,135,1114,52,2019-12-23,2019-12-26
1115,298,461,1115,63,2019-12-28,2019-12-28
1123,93,253,1123,146,2019-12-27,2019-12-27
1126,479,338,1126,88,2017-12-28,2019-12-28
1131,292,302,1131,18,2018-10-24,2018-12-24
1134,38,326,1134,8,2019-12-28,2019-12-28
1137,222,410,1137,44,2018-11-28,2019-11-28
1139,142,329,1139,16,2019-12-28,2019-12-28
1144,401,259,1144,114,2017-12-27,2017-12-28
1146,496,235,1146,94,2019-12-25,2019-12-25
1147,424,355,1147,117,2019-12-28,2019-12-28
1148,42,232,1148,78,2019-10-28,2019-10-28
1154,1,426,1154,34,2016-12-28,2016-12-28
1159,493,284,1159,33,2019-12-24,2019-12-27
1165,64,370,1165,54,2019-12-27,2019-12-28
1170,140,86,1170,168,2018-12-27,2019-12-28
1174,361,271,1174,201,2019-12-25,2019-12-25
1180,5,344,1180,125,2018-5-28,2018-10-28
1181,390,261,1181,105,2019-12-27,2019-12-27
1189,377,486,1189,31,2019-11-28,2019-12-28
1201,25,456,1201,683,2019-12-26,2019-12-28
1202,199,83,1202,129,2018-11-28,2018-11-28
1203,388,399,1203,12,2019-12-28,2019-12-28
1206,306,336,1206,76,2019-12-28,2019-12-28
1208,207,100,1208,104,2019-12-28,2019-12-28
1213,32,438,1213,10,2019-12-28,2019-12-28
1214,92,326,1214,99,2019-12-17,2019-12-24
1217,352,444,1217,52,2018-12-24,2018-12-25
1219,347,188,1219,330,2019-12-28,2019-12-28
1228,454,346,1228,36,2015-12-24,2016-12-25
1229,140,429,1229,22,2019-11-26,2019-12-26
1230,217,24,1230,5,2019-12-28,2019-12-28
1233,419,308,1233,460,2019-10-27,2019-10-27
1242,298,429,1242,392,2019-12-28,2019-12-28
1254,37,139,1254,128,2019-12-28,2019-12-28
1258,209,238,1258,38,2017-12-27,2017-12-28
1280,150,46,1280,22,2019-12-25,2019-12-27
1282,436,98,1282,82,2018-12-28,2018-12-28
1289,53,161,1289,50,2019-12-27,2019-12-27
1291,68,276,1291,39,2016-12-28,2019-12-28
1298,215,420,1298,62,2019-12-25,2019-12-26
1305,31,102,1305,35,2019-12-27,2019-12-28
1306,392,31,1306,142,2018-11-28,2018-11-28
1307,388,307,1307,112,2019-10-27,2019-11-27
1308,452,129,1308,97,2017-10-27,2017-11-27
1309,176,151,1309,278,2018-12-19,2019-12-22
1310,145,412,1310,137,2019-12-28,2019-12-28
1321,431,75,1321,5,2019-12-22,2019-12-28
1322,135,224,1322,137,2019-12-28,2019-12-28
1326,316,210,1326,104,2019-12-28,2019-12-28
1331,397,187,1331,82,2018-12-25,2018-12-25
1340,195,200,1340,115,2019-11-28,2019-12-28
1341,401,102,1341,105,2019-11-25,2019-11-26
1345,72,249,1345,218,2018-12-28,2019-12-28
1347,14,279,1347,99,2018-12-27,2018-12-27
1349,164,275,1349,26,2016-12-26,2016-12-26
1350,189,91,1350,71,2019-9-28,2019-12-28
1353,457,178,1353,98,2019-12-28,2019-12-28
1354,273,423,1354,166,2019-9-28,2019-10-28
1355,56,277,1355,81,2019-12-27,2019-12-28
1357,64,454,1357,27,2019-10-27,2019-12-28
1366,134,469,1366,8,2019-11-24,2019-11-24
1374,281,84,1374,24,2019-10-27,2019-11-28
1380,289,144,1380,46,2019-11-28,2019-12-28
1383,114,497,1383,167,2019-12-25,2019-12-27
1388,353,379,1388,179,2019-12-25,2019-12-28
1392,49,289,1392,75,2018-12-23,2018-12-25
1394,6,267,1394,32,2019-10-22,2019-11-28
1396,141,365,1396,101,2019-12-26,2019-12-28
1399,79,458,1399,128,2019-11-26,2019-11-27
1404,272,107,1404,90,2018-11-28,2019-11-28
1407,65,97,1407,70,2019-12-27,2019-12-28
1410,386,496,1410,221,2019-7-27,2019-8-28
1415,487,7,1415,119,2019-11-28,2019-11-28
1419,334,151,1419,43,2019-12-28,2019-12-28
1420,169,389,1420,181,2017-12-27,2018-12-28
1421,138,356,1421,114,2019-12-25,2019-12-27
1425,31,73,1425,67,2019-12-28,2019-12-28
1442,190,122,1442,273,2018-11-26,2019-12-28
1443,45,472,1443,79,2019-12-26,2019-12-26
1446,412,15,1446,1,2019-11-26,2019-12-26
1447,179,234,1447,79,2018-12-28,2019-12-28
1448,215,287,1448,85,2019-10-26,2019-11-28
1451,429,135,1451,72,2019-11-27,2019-12-27
1454,26,360,1454,100,2019-11-28,2019-12-28
1456,183,409,1456,42,2019-12-27,2019-12-27
1459,76,90,1459,287,2019-12-28,2019-12-28
1461,16,47,1461,167,2018-12-28,2018-12-28
1464,479,331,1464,68,2019-11-20,2019-12-20
1468,301,262,1468,23,2018-11-28,2018-12-28
1469,153,240,1469,130,2019-12-28,2019-12-28
1471,309,209,1471,41,2019-12-28,2019-12-28
1472,181,474,1472,86,2018-12-26,2019-12-26
1476,43,257,1476,17,2019-12-28,2019-12-28
1480,392,106,1480,108,2019-12-28,2019-12-28
1481,202,408,1481,20,2018-12-18,2019-12-25
1482,398,425,1482,108,2019-12-27,2019-12-28
1488,40,337,1488,69,2019-11-25,2019-12-26
1489,55,171,1489,138,2018-10-25,2019-11-26
1495,497,323,1495,37,2019-12-27,2019-12-28
1497,389,5,1497,21,2019-12-27,2019-12-28
1498,76,462,1498,259,2018-12-17,2018-12-20
1506,311,259,1506,427,2019-11-28,2019-11-28
1509,355,423,1509,98,2019-12-28,2019-12-28
1515,198,430,1515,11,2019-12-28,2019-12-28
1518,454,138,1518,129,2019-12-26,2019-12-26
1526,385,10,1526,136,2019-12-27,2019-12-27
1536,239,342,1536,1,2017-12-28,2018-12-28
1542,402,328,1542,40,2019-11-28,2019-11-28
1547,369,323,1547,94,2019-12-28,2019-12-28
1548,34,299,1548,163,2018-12-25,2018-12-26
1553,297,405,1553,50,2017-10-28,2019-11-28
1554,127,13,1554,35,2018-10-12,2019-12-26
1555,154,39,1555,18,2018-10-28,2018-12-28
1556,304,157,1556,99,2019-10-23,2019-11-27
1566,376,249,1566,144,2019-10-27,2019-11-28
1569,92,178,1569,65,2019-12-28,2019-12-28
1573,92,396,1573,147,2018-12-28,2018-12-28
1581,401,331,1581,20,2019-12-14,2019-12-15
1582,102,306,1582,103,2019-12-23,2019-12-27
1585,231,228,1585,1,2019-11-26,2019-12-26
1589,173,128,1589,52,2019-12-28,2019-12-28
1590,190,174,1590,103,2018-12-27,2018-12-28
1591,468,103,1591,37,2019-7-28,2019-12-28
1593,395,410,1593,160,2019-11-28,2019-12-28
1595,428,11,1595,130,2019-11-28,2019-12-28
1596,116,114,1596,78,2019-12-28,2019-12-28
1597,308,51,1597,16,2017-12-24,2018-12-24
1603,214,370,1603,136,2019-11-28,2019-12-28
1606,271,193,1606,44,2019-12-28,2019-12-28
1610,462,193,1610,155,2019-12-28,2019-12-28
1624,37,499,1624,62,2019-12-28,2019-12-28
1626,17,228,1626,64,2018-11-28,2018-12-28
1630,41,482,1630,148,2017-12-24,2017-12-25
1634,100,113,1634,84,2018-12-25,2019-12-28
1636,460,338,1636,64,2016-12-27,2017-12-28
1638,316,272,1638,8,2019-12-28,2019-12-28
1643,350,33,1643,64,2019-10-27,2019-10-28
1645,459,210,1645,320,2018-12-26,2019-12-27
1647,316,324,1647,147,2019-11-27,2019-11-27
1650,4,400,1650,14,2019-12-27,2019-12-28
1652,396,2,1652,85,2019-11-26,2019-12-27
1653,314,405,1653,109,2019-12-28,2019-12-28
1654,41,319,1654,11,2018-12-28,2019-12-28
1657,137,475,1657,48,2019-10-19,2019-10-27
1658,342,59,1658,12,2019-12-23,2019-12-28
1667,436,55,1667,33,2019-12-28,2019-12-28
1669,492,43,1669,136,2016-12-26,2019-12-28
1676,219,394,1676,165,2019-12-28,2019-12-28
1678,486,61,1678,700,2018-12-28,2018-12-28
1681,456,203,1681,26,2019-10-25,2019-10-26
1684,320,371,1684,106,2019-12-28,2019-12-28
1685,431,184,1685,106,2016-11-26,2017-12-26
1686,140,204,1686,88,2019-12-20,2019-12-26
1687,332,233,1687,65,2017-12-23,2018-12-24
1689,457,435,1689,215,2019-12-28,2019-12-28
1690,200,132,1690,64,2017-11-28,2018-11-28
1691,60,475,1691,494,2019-12-27,2019-12-28
1695,362,380,1695,10,2019-12-28,2019-12-28
1697,403,453,1697,785,2019-8-26,2019-9-27
1698,380,467,1698,10,2019-12-26,2019-12-28
1707,285,448,1707,38,2017-11-27,2019-11-27
1708,21,121,1708,136,2019-11-22,2019-11-26
1712,490,343,1712,47,2019-12-27,2019-12-27
1713,292,133,1713,89,2019-10-28,2019-11-28
1719,180,95,1719,78,2019-10-28,2019-11-28
1721,223,376,1721,139,2019-12-22,2019-12-22
1728,24,465,1728,128,2018-12-27,2018-12-27
1729,354,23,1729,27,2019-12-28,2019-12-28
1731,150,386,1731,150,2019-12-25,2019-12-25
1732,239,153,1732,4,2017-12-28,2018-12-28
1735,352,165,1735,82,2018-11-28,2019-11-28
1736,409,20,1736,97,2018-11-20,2018-12-28
1741,430,498,1741,95,2019-12-28,2019-12-28
1744,444,179,1744,134,2018-12-27,2018-12-28
1745,438,34,1745,47,2018-11-28,2018-12-28
1753,271,386,1753,185,2019-11-24,2019-11-28
1762,195,222,1762,76,2019-12-22,2019-12-22
1763,157,156,1763,93,2019-12-22,2019-12-28
1771,318,104,1771,59,2018-11-28,2019-11-28
1779,326,349,1779,3,2019-12-28,2019-12-28
1782,209,315,1782,198,2019-12-28,2019-12-28
1790,480,408,1790,457,2019-12-28,2019-12-28
1792,494,82,1792,49,2019-12-28,2019-12-28
1803,398,298,1803,4,2018-12-28,2018-12-28
1804,447,483,1804,56,2019-11-28,2019-12-28
1807,371,247,1807,195,2019-12-28,2019-12-28
1809,41,36,1809,88,2019-11-23,2019-12-23
1810,371,77,1810,241,2019-12-28,2019-12-28
1813,210,66,1813,39,2019-11-24,2019-12-26
1815,337,180,1815,423,2019-12-20,2019-12-25
1818,485,218,1818,96,2019-11-27,2019-11-28
1819,334,250,1819,101,2019-12-26,2019-12-26
1821,399,248,1821,201,2019-10-28,2019-10-28
1829,224,457,1829,82,2019-12-26,2019-12-28
1833,219,195,1833,86,2019-12-28,2019-12-28
1836,162,20,1836,6,2019-12-28,2019-12-28
1838,174,7,1838,40,2019-12-28,2019-12-28
1841,193,408,1841,49,2017-12-28,2018-12-28
1852,268,268,1852,123,2019-9-27,2019-12-28
1854,477,192,1854,145,2019-12-27,2019-12-27
1864,455,427,1864,50,2019-10-28,2019-10-28
1869,230,236,1869,178,2019-12-28,2019-12-28
1873,329,335,1873,8,2019-11-27,2019-12-27
1879,266,410,1879,109,2019-12-28,2019-12-28
1880,428,490,1880,13,2019-12-23,2019-12-24
1881,39,92,1881,43,2019-12-27,2019-12-27
1882,37,77,1882,149,2018-12-28,2019-12-28
1884,81,20,1884,14,2019-12-22,2019-12-26
1888,12,140,1888,154,2019-10-28,2019-10-28
1890,386,327,1890,116,2019-12-28,2019-12-28
1891,161,211,1891,53,2019-11-22,2019-11-26
1895,368,242,1895,122,2017-12-25,2019-12-27
1900,475,95,1900,125,2019-12-25,2019-12-25
1901,345,197,1901,131,2019-12-23,2019-12-23
1909,437,90,1909,86,2019-12-28,2019-12-28
1912,87,374,1912,56,2019-11-25,2019-12-25
1914,338,470,1914,36,2015-12-28,2018-12-28
1919,406,274,1919,94,2019-12-28,2019-12-28
1920,400,81,1920,84,2019-11-27,2019-11-27
1921,495,219,1921,128,2018-11-28,2019-11-28
1923,317,328,1923,83,2019-12-28,2019-12-28
1924,271,418,1924,24,2018-12-18,2018-12-21
1934,36,270,1934,41,2017-12-26,2019-12-28
1936,389,323,1936,137,2019-12-25,2019-12-25
1939,319,369,1939,24,2019-7-28,2019-7-28
1942,143,36,1942,129,2019-12-21,2019-12-27
1947,408,10,1947,41,2019-12-28,2019-12-28
1949,307,82,1949,16,2019-10-22,2019-11-28
1955,314,144,1955,322,2017-12-22,2019-12-28
1957,153,428,1957,47,2019-12-28,2019-12-28
1959,41,207,1959,1,2019-11-27,2019-11-28
1964,414,202,1964,111,2019-12-26,2019-12-28
1967,188,446,1967,44,2019-12-24,2019-12-27
1968,54,384,1968,85,2019-9-21,2019-11-26
1969,328,466,1969,110,2019-12-27,2019-12-27
1972,269,235,1972,11,2019-12-28,2019-12-28
1977,214,24,1977,118,2019-12-28,2019-12-28
1992,356,2,1992,87,2019-12-27,2019-12-27
1994,490,453,1994,227,2018-12-27,2019-12-28
1998,58,233,1998,120,2019-12-28,2019-12-28
2009,297,294,2009,33,2019-8-26,2019-12-26
2010,500,310,2010,59,2019-12-26,2019-12-27
2020,461,358,2020,258,2019-11-25,2019-11-26
2021,197,422,2021,73,2019-9-28,2019-9-28
2022,462,114,2022,51,2019-12-27,2019-12-27
2025,323,196,2025,20,2016-12-23,2016-12-26
2030,334,136,2030,40,2019-11-28,2019-12-28
2031,286,311,2031,83,2019-12-28,2019-12-28
2033,11,364,2033,46,2019-11-28,2019-11-28
2038,241,371,2038,117,2019-9-26,2019-11-28
2042,351,46,2042,93,2018-11-17,2018-11-21
2043,6,320,2043,79,2019-12-28,2019-12-28
2044,141,436,2044,13,2019-12-24,2019-12-26
2047,247,236,2047,64,2019-12-27,2019-12-27
2051,170,394,2051,13,2019-11-28,2019-12-28
2052,375,73,2052,100,2019-12-23,2019-12-27
2056,186,89,2056,733,2019-12-27,2019-12-27
2058,291,201,2058,19,2019-10-28,2019-10-28
2063,132,391,2063,157,2019-12-27,2019-12-28
2068,259,32,2068,96,2019-12-28,2019-12-28
2073,450,433,2073,218,2019-11-28,2019-12-28
2083,280,199,2083,73,2019-12-28,2019-12-28
2095,426,445,2095,104,2019-12-28,2019-12-28
2096,54,213,2096,67,2019-12-28,2019-12-28
2102,353,62,2102,77,2019-12-26,2019-12-27
2104,325,179,2104,115,2019-12-28,2019-12-28
2112,106,193,2112,98,2018-11-25,2018-12-25
2119,380,190,2119,157,2019-5-28,2019-11-28
2121,488,71,2121,65,2018-12-27,2018-12-27
2124,184,265,2124,113,2017-12-27,2019-12-27
2127,64,484,2127,102,2019-12-26,2019-12-28
2130,262,261,2130,83,2019-12-27,2019-12-27
2132,484,88,2132,50,2018-12-27,2018-12-28
2140,12,268,2140,46,2019-12-28,2019-12-28
2141,231,283,2141,22,2016-12-28,2018-12-28
2144,343,30,2144,41,2019-12-23,2019-12-24
2146,120,276,2146,25,2019-11-28,2019-12-28
2147,312,245,2147,61,2019-11-25,2019-11-28
2148,284,131,2148,139,2019-11-28,2019-11-28
2150,491,424,2150,83,2018-12-25,2018-12-27
2162,290,453,2162,57,2018-12-20,2018-12-27
2165,164,394,2165,76,2018-12-26,2019-12-27
2166,147,409,2166,174,2019-10-26,2019-10-26
